"","DTG","lon","lat","totTime","totDist","ele","woNum"
"1",2016-06-20 10:07:20,-73.973883,41.381321,0,0,"236.0",98
"2",2016-06-20 10:07:20,-73.973889,41.381347,0,2.93737446079986,"236.0",98
"3",2016-06-20 10:07:25,-73.973911,41.38145,5,14.5495963414764,"236.0",98
"4",2016-06-20 10:07:30,-73.973923,41.381549,10,25.6157112791714,"236.0",98
"5",2016-06-20 10:07:34,-73.973919,41.381644,14,36.1963391659491,"235.6",98
"6",2016-06-20 10:07:38,-73.973914,41.381743,18,47.2248789263088,"235.3",98
"7",2016-06-20 10:07:43,-73.973948,41.381847,23,59.145323769792,"234.9",98
"8",2016-06-20 10:07:47,-73.973994,41.381936,27,69.7716808681606,"235.1",98
"9",2016-06-20 10:07:52,-73.974082,41.382023,32,81.9298418493369,"235.3",98
"10",2016-06-20 10:07:57,-73.97419,41.382086,37,93.3559987321161,"235.6",98
"11",2016-06-20 10:08:02,-73.974321,41.3821,42,104.408203861114,"236.0",98
"12",2016-06-20 10:08:07,-73.974461,41.382089,47,116.165640919798,"236.4",98
"13",2016-06-20 10:08:12,-73.974598,41.382104,52,127.729752715486,"236.7",98
"14",2016-06-20 10:08:16,-73.974736,41.382099,56,139.269630166055,"237.1",98
"15",2016-06-20 10:08:19,-73.974854,41.382082,59,149.305616520647,"237.5",98
"16",2016-06-20 10:08:23,-73.974978,41.382076,63,159.684231269734,"238.0",98
"17",2016-06-20 10:08:28,-73.975133,41.382056,68,172.820650908756,"238.5",98
"18",2016-06-20 10:08:33,-73.975267,41.382047,73,184.057757800311,"239.1",98
"19",2016-06-20 10:08:37,-73.975384,41.382072,77,194.218730947749,"239.1",98
"20",2016-06-20 10:08:41,-73.975406,41.382161,81,204.295131515324,"239.1",98
"21",2016-06-20 10:08:45,-73.975316,41.382259,85,217.543598305992,"238.9",98
"22",2016-06-20 10:08:49,-73.975228,41.382346,89,229.70173721759,"238.7",98
"23",2016-06-20 10:08:53,-73.975132,41.382415,93,240.805457269607,"238.0",98
"24",2016-06-20 10:08:58,-73.974997,41.382452,98,252.809984381543,"237.3",98
"25",2016-06-20 10:09:03,-73.974868,41.382485,103,264.193667409626,"236.5",98
"26",2016-06-20 10:09:07,-73.974755,41.382532,107,274.985090072191,"235.8",98
"27",2016-06-20 10:09:11,-73.974636,41.38256,111,285.40176444231,"235.3",98
"28",2016-06-20 10:09:15,-73.97452,41.382585,115,295.482358963502,"234.4",98
"29",2016-06-20 10:09:19,-73.974414,41.382643,119,306.440124337931,"233.5",98
"30",2016-06-20 10:09:23,-73.974327,41.38272,123,317.677380785373,"232.5",98
"31",2016-06-20 10:09:27,-73.97427,41.3828,127,327.775644011426,"231.6",98
"32",2016-06-20 10:09:31,-73.974238,41.382903,131,339.548949698155,"230.7",98
"33",2016-06-20 10:09:35,-73.97422,41.383009,135,351.444206709404,"229.8",98
"34",2016-06-20 10:09:40,-73.974224,41.383112,140,362.9149806772,"229.5",98
"35",2016-06-20 10:09:44,-73.974218,41.383205,144,373.279815557309,"229.1",98
"36",2016-06-20 10:09:49,-73.974198,41.383314,149,385.52808752251,"228.5",98
"37",2016-06-20 10:09:53,-73.974175,41.383418,153,397.263613477219,"227.8",98
"38",2016-06-20 10:09:57,-73.974147,41.383527,157,409.620756381173,"227.2",98
"39",2016-06-20 10:10:01,-73.974132,41.383623,161,420.380615266979,"226.9",98
"40",2016-06-20 10:10:05,-73.974167,41.383714,165,430.92405383591,"226.6",98
"41",2016-06-20 10:10:09,-73.974219,41.383798,169,441.234312837137,"226.4",98
"42",2016-06-20 10:10:14,-73.974254,41.383908,174,453.823562506047,"226.1",98
"43",2016-06-20 10:10:18,-73.974243,41.384012,178,465.437187467937,"225.7",98
"44",2016-06-20 10:10:22,-73.974159,41.384097,182,477.216622219515,"225.4",98
"45",2016-06-20 10:10:27,-73.974041,41.384159,187,489.248604524174,"225.0",98
"46",2016-06-20 10:10:33,-73.973922,41.384127,193,499.806840152935,"224.6",98
"47",2016-06-20 10:10:38,-73.973815,41.384058,198,511.591007877734,"224.5",98
"48",2016-06-20 10:10:42,-73.973679,41.384024,202,523.564035085984,"224.5",98
"49",2016-06-20 10:10:45,-73.97356,41.384004,205,533.749520122693,"223.8",98
"50",2016-06-20 10:10:50,-73.97342,41.383993,210,545.506616666673,"223.2",98
"51",2016-06-20 10:10:54,-73.973282,41.383993,214,557.032727981626,"222.5",98
"52",2016-06-20 10:10:58,-73.973135,41.383985,218,569.342798274325,"221.9",98
"53",2016-06-20 10:11:02,-73.972997,41.383995,222,580.92254167305,"221.3",98
"54",2016-06-20 10:11:06,-73.972876,41.384016,226,591.295616949456,"220.7",98
"55",2016-06-20 10:11:10,-73.972753,41.384036,230,601.807364913999,"220.2",98
"56",2016-06-20 10:11:14,-73.972608,41.384062,234,614.259171532062,"219.5",98
"57",2016-06-20 10:11:18,-73.972477,41.384085,238,625.49618588276,"218.7",98
"58",2016-06-20 10:11:22,-73.972353,41.384122,242,636.641926766451,"218.0",98
"59",2016-06-20 10:11:26,-73.972236,41.384164,246,647.474921591891,"217.3",98
"60",2016-06-20 10:11:30,-73.972113,41.38422,250,659.491614057945,"217.1",98
"61",2016-06-20 10:11:35,-73.971994,41.384288,255,671.985104636758,"217.4",98
"62",2016-06-20 10:11:39,-73.971893,41.384363,259,683.853835453711,"217.6",98
"63",2016-06-20 10:11:43,-73.971787,41.384426,263,695.148325575089,"217.9",98
"64",2016-06-20 10:11:47,-73.971675,41.384484,267,706.514621477035,"218.2",98
"65",2016-06-20 10:11:51,-73.97156,41.384553,271,718.813189119225,"217.6",98
"66",2016-06-20 10:11:55,-73.971458,41.384627,275,730.663753879674,"217.1",98
"67",2016-06-20 10:11:59,-73.971346,41.384693,279,742.558501609641,"216.7",98
"68",2016-06-20 10:12:03,-73.971248,41.384759,283,753.557402568829,"216.4",98
"69",2016-06-20 10:12:07,-73.971135,41.38483,287,765.867673333088,"216.0",98
"70",2016-06-20 10:12:11,-73.971069,41.38493,291,778.289709617145,"215.6",98
"71",2016-06-20 10:12:15,-73.970964,41.384998,295,789.874571198895,"215.3",98
"72",2016-06-20 10:12:19,-73.970834,41.385049,299,802.127023823639,"212.5",98
"73",2016-06-20 10:12:23,-73.970715,41.385082,303,812.723203254978,"209.6",98
"74",2016-06-20 10:12:27,-73.97059,41.385148,307,825.489414965857,"208.1",98
"75",2016-06-20 10:12:31,-73.970477,41.385216,311,837.587936715397,"206.5",98
"76",2016-06-20 10:12:35,-73.970382,41.385275,315,847.8880711296,"205.8",98
"77",2016-06-20 10:12:39,-73.970279,41.385341,319,859.201127090196,"205.1",98
"78",2016-06-20 10:12:43,-73.97019,41.385432,323,871.76588112964,"204.4",98
"79",2016-06-20 10:12:47,-73.9701,41.385506,327,882.917648366836,"203.6",98
"80",2016-06-20 10:12:52,-73.970012,41.385607,332,896.350099948556,"202.9",98
"81",2016-06-20 10:12:56,-73.969927,41.385674,336,906.647040145761,"202.2",98
"82",2016-06-20 10:12:59,-73.969875,41.385764,339,917.566636295547,"201.5",98
"83",2016-06-20 10:13:03,-73.96982,41.385853,343,928.487191727133,"203.1",98
"84",2016-06-20 10:13:08,-73.969744,41.38593,348,939.153186931239,"202.5",98
"85",2016-06-20 10:13:12,-73.969697,41.386033,352,951.272432454825,"200.7",98
"86",2016-06-20 10:13:16,-73.96963,41.386126,356,963.040694165631,"198.9",98
"87",2016-06-20 10:13:20,-73.96955,41.386219,360,975.362307954958,"197.1",98
"88",2016-06-20 10:13:23,-73.969502,41.386302,363,985.434065850516,"195.3",98
"89",2016-06-20 10:13:27,-73.969443,41.386399,367,997.303284477878,"193.5",98
"90",2016-06-20 10:13:32,-73.969378,41.386499,372,1009.68842597867,"191.6",98
"91",2016-06-20 10:13:38,-73.969359,41.386595,378,1020.49227174615,"189.3",98
"92",2016-06-20 10:13:42,-73.969337,41.386687,382,1030.89718646492,"186.9",98
"93",2016-06-20 10:13:46,-73.969286,41.386802,386,1044.38894932579,"184.5",98
"94",2016-06-20 10:13:49,-73.969243,41.386892,389,1055.03192615669,"181.8",98
"95",2016-06-20 10:13:53,-73.969206,41.386994,393,1066.79950742645,"181.3",98
"96",2016-06-20 10:13:58,-73.969208,41.387099,398,1078.48924743597,"180.7",98
"97",2016-06-20 10:14:02,-73.969196,41.387192,402,1088.89035833491,"180.2",98
"98",2016-06-20 10:14:07,-73.969188,41.387299,407,1100.82026867472,"179.6",98
"99",2016-06-20 10:14:11,-73.96918,41.387405,411,1112.6390358296,"179.1",98
"100",2016-06-20 10:14:15,-73.969154,41.387511,415,1124.63704075533,"177.9",98
"101",2016-06-20 10:14:19,-73.96912,41.38761,419,1136.01762359393,"176.7",98
"102",2016-06-20 10:14:22,-73.969093,41.387699,422,1146.17844071824,"176.1",98
"103",2016-06-20 10:14:27,-73.969055,41.387798,427,1157.64694016513,"175.5",98
"104",2016-06-20 10:14:31,-73.969017,41.387916,431,1171.16059184208,"174.8",98
"105",2016-06-20 10:14:35,-73.968987,41.388019,435,1182.89705990404,"174.2",98
"106",2016-06-20 10:14:39,-73.968948,41.388134,439,1196.10666894759,"173.5",98
"107",2016-06-20 10:14:42,-73.968922,41.38823,442,1207.01171908631,"172.9",98
"108",2016-06-20 10:14:46,-73.96889,41.388328,446,1218.24361764108,"172.5",98
"109",2016-06-20 10:14:50,-73.968855,41.388417,450,1228.57327058805,"170.9",98
"110",2016-06-20 10:14:55,-73.968819,41.388505,455,1238.8203944124,"169.4",98
"111",2016-06-20 10:14:59,-73.968774,41.388605,459,1250.56963863751,"168.5",98
"112",2016-06-20 10:15:03,-73.968729,41.388709,463,1262.74159785595,"167.5",98
"113",2016-06-20 10:15:07,-73.968682,41.388803,467,1273.91763156953,"166.6",98
"114",2016-06-20 10:15:11,-73.968628,41.388903,471,1285.92843134311,"165.7",98
"115",2016-06-20 10:15:15,-73.96858,41.389008,475,1298.28530824928,"164.8",98
"116",2016-06-20 10:15:19,-73.968523,41.389112,479,1310.80304480756,"163.9",98
"117",2016-06-20 10:15:23,-73.968469,41.389211,483,1322.71073578545,"162.7",98
"118",2016-06-20 10:15:28,-73.968409,41.38931,488,1334.81709213655,"161.5",98
"119",2016-06-20 10:15:32,-73.968355,41.389425,492,1348.38997992512,"160.2",98
"120",2016-06-20 10:15:36,-73.968297,41.389525,496,1360.53014673059,"159.9",98
"121",2016-06-20 10:15:40,-73.968232,41.389609,500,1371.34249013851,"158.7",98
"122",2016-06-20 10:15:45,-73.968147,41.389693,505,1383.08263914713,"157.5",98
"123",2016-06-20 10:15:49,-73.968081,41.389775,509,1393.7459482776,"156.4",98
"124",2016-06-20 10:15:53,-73.968002,41.389847,513,1404.12717177566,"155.2",98
"125",2016-06-20 10:15:57,-73.967888,41.389911,517,1416.01841382019,"154.0",98
"126",2016-06-20 10:16:01,-73.967762,41.389967,521,1428.24920990856,"152.8",98
"127",2016-06-20 10:16:05,-73.967631,41.389974,525,1439.2173731118,"151.5",98
"128",2016-06-20 10:16:09,-73.96749,41.389983,529,1451.03551124248,"150.5",98
"129",2016-06-20 10:16:13,-73.967346,41.389981,533,1463.06371070848,"149.5",98
"130",2016-06-20 10:16:17,-73.9672,41.389969,537,1475.329836513,"148.5",98
"131",2016-06-20 10:16:21,-73.96706,41.389938,541,1487.52055347431,"147.5",98
"132",2016-06-20 10:16:25,-73.966941,41.389886,545,1499.02174556961,"146.7",98
"133",2016-06-20 10:16:28,-73.966823,41.389839,548,1510.17927658632,"145.9",98
"134",2016-06-20 10:16:32,-73.966694,41.38979,552,1522.25488639079,"145.1",98
"135",2016-06-20 10:16:36,-73.9666,41.389727,556,1532.78166684784,"143.9",98
"136",2016-06-20 10:16:40,-73.966502,41.389665,560,1543.48778014312,"142.7",98
"137",2016-06-20 10:16:44,-73.966412,41.3896,564,1553.92100822239,"141.5",98
"138",2016-06-20 10:16:48,-73.966328,41.389527,568,1564.65653129374,"140.5",98
"139",2016-06-20 10:16:52,-73.966224,41.389465,572,1575.75043835765,"139.4",98
"140",2016-06-20 10:16:56,-73.966123,41.3894,576,1586.8637975498,"138.3",98
"141",2016-06-20 10:17:00,-73.966005,41.389317,580,1600.37256137285,"137.2",98
"142",2016-06-20 10:17:04,-73.9659,41.389259,584,1611.26222769142,"136.1",98
"143",2016-06-20 10:17:08,-73.965819,41.389188,588,1621.66561626418,"134.9",98
"144",2016-06-20 10:17:12,-73.965738,41.389114,592,1632.32493746491,"133.7",98
"145",2016-06-20 10:17:16,-73.965638,41.389029,596,1644.94562166373,"132.5",98
"146",2016-06-20 10:17:20,-73.965545,41.388954,600,1656.34875485743,"131.7",98
"147",2016-06-20 10:17:24,-73.965471,41.388873,604,1667.28031388854,"130.9",98
"148",2016-06-20 10:17:28,-73.965464,41.388767,608,1679.09465315074,"129.4",98
"149",2016-06-20 10:17:32,-73.965446,41.388669,612,1690.10705286206,"128.5",98
"150",2016-06-20 10:17:37,-73.965436,41.388559,617,1702.3806445806,"127.0",98
"151",2016-06-20 10:17:41,-73.965428,41.388461,621,1713.31039525461,"125.4",98
"152",2016-06-20 10:17:45,-73.965399,41.388368,625,1723.94264291889,"123.7",98
"153",2016-06-20 10:17:49,-73.965354,41.388272,629,1735.27090365001,"122.1",98
"154",2016-06-20 10:17:54,-73.965375,41.388159,634,1747.97168480912,"121.3",98
"155",2016-06-20 10:17:58,-73.965368,41.38805,638,1760.1195849753,"120.5",98
"156",2016-06-20 10:18:02,-73.965311,41.387948,642,1772.43173150731,"119.6",98
"157",2016-06-20 10:18:06,-73.965247,41.387871,646,1782.53334812149,"119.5",98
"158",2016-06-20 10:18:11,-73.965225,41.387757,651,1795.35609369515,"119.3",98
"159",2016-06-20 10:18:15,-73.965234,41.387656,655,1806.62446007473,"119.8",98
